name,activation,solver,hidden_layer_sizes,alpha,learning_rate_init,mean_accuracy,mean_balanced_accuracy,mean_macro_f1,mean_weighted_f1,mean_n_train_original,mean_n_train_augmented,std_macro_f1,oof_accuracy,oof_balanced_accuracy,oof_macro_f1,oof_weighted_f1
"tanh_adam__hls-(64,32)__alpha-0.0001__lr-0.0005",tanh,adam,"(64, 32)",0.0001,0.0005,0.7674946472714438,0.7494338353389141,0.6950025681053797,0.7718596898184087,6742.222222222223,9685.333333333334,0.08753494728100765,0.7761371127224785,0.7784011346339766,0.7720890853714869,0.7730110956428603
"relu_adam__hls-(64,32)__alpha-0.0001__lr-0.0001",relu,adam,"(64, 32)",0.0001,0.0001,0.7675177922531602,0.7636447995980321,0.6949906907173894,0.771383439397746,6742.222222222223,9685.333333333334,0.07804540142019196,0.7737640079103494,0.7884630274457732,0.7719541511905148,0.7700232051972142
"relu_adam__hls-(64,32)__alpha-1e-05__lr-0.001",relu,adam,"(64, 32)",1e-05,0.001,0.7677332540941215,0.7608960537795811,0.6995115460168309,0.7715861843333437,6742.222222222223,9685.333333333334,0.08182873295763267,0.7742913645352669,0.7755532233588665,0.7717495315637822,0.7718568708436001
"relu_adam__hls-(64,32)__alpha-0.001__lr-0.0001",relu,adam,"(64, 32)",0.001,0.0001,0.7676624600996915,0.769072089124128,0.6972669971832244,0.7715829717138845,6742.222222222223,9685.333333333334,0.07842158645773083,0.7738958470665788,0.7873090937180032,0.7716959314521621,0.7701987621890144
"relu_adam__hls-(128,64,32)__alpha-0.001__lr-0.001",relu,adam,"(128, 64, 32)",0.001,0.001,0.7718975150226913,0.7657576526178356,0.7004679522706275,0.7759580864129688,6742.222222222223,9685.333333333334,0.09003786197177405,0.7752142386288727,0.784076132908429,0.7714440967654078,0.7711664555081104
"tanh_adam__hls-(64,32)__alpha-1e-05__lr-0.001",tanh,adam,"(64, 32)",1e-05,0.001,0.7680644067581167,0.74998955390274,0.696774669127157,0.7722753182677748,6742.222222222223,9685.333333333334,0.08467032202656569,0.7760052735662492,0.7750240367655409,0.7712559663414429,0.7729878661071414
"tanh_adam__hls-(64,32)__alpha-0.0001__lr-0.001",tanh,adam,"(64, 32)",0.0001,0.001,0.7680644067581167,0.74998955390274,0.696774669127157,0.7722753182677748,6742.222222222223,9685.333333333334,0.08467032202656569,0.7760052735662492,0.7750240367655409,0.7712559663414429,0.7729878661071414
"relu_adam__hls-(64,)__alpha-1e-05__lr-0.0001",relu,adam,"(64,)",1e-05,0.0001,0.7659196143652729,0.7755090010972322,0.6932300289069631,0.768663567434923,6742.222222222223,9685.333333333334,0.07944614241482191,0.771654581410679,0.8019381580220766,0.7712335303677261,0.7659406538327482
"relu_adam__hls-(64,)__alpha-0.0001__lr-0.0001",relu,adam,"(64,)",0.0001,0.0001,0.7659196143652729,0.7755090010972322,0.6932300289069631,0.768663567434923,6742.222222222223,9685.333333333334,0.07944614241482191,0.771654581410679,0.8019381580220766,0.7712335303677261,0.7659406538327482
"relu_adam__hls-(64,)__alpha-0.001__lr-0.0001",relu,adam,"(64,)",0.001,0.0001,0.7659196143652729,0.7755090010972322,0.6932300289069631,0.768663567434923,6742.222222222223,9685.333333333334,0.07944614241482191,0.771654581410679,0.8019381580220766,0.7712335303677261,0.7659406538327482
"tanh_adam__hls-(100,)__alpha-0.0001__lr-0.001",tanh,adam,"(100,)",0.0001,0.001,0.7652619765870547,0.7415573765933772,0.6939389931366642,0.7702588178479082,6742.222222222223,9685.333333333334,0.0818354678755428,0.7741595253790375,0.7752892062083745,0.7711801643673525,0.7715978612356996
"tanh_adam__hls-(100,)__alpha-0.001__lr-0.001",tanh,adam,"(100,)",0.001,0.001,0.7652619765870547,0.7415573765933772,0.6939389931366642,0.7702588178479082,6742.222222222223,9685.333333333334,0.0818354678755428,0.7741595253790375,0.7752892062083745,0.7711801643673525,0.7715978612356996
"tanh_adam__hls-(100,)__alpha-1e-05__lr-0.001",tanh,adam,"(100,)",1e-05,0.001,0.7651589050554117,0.7414846598976238,0.6938151528141288,0.7701629187371435,6742.222222222223,9685.333333333334,0.0817495841413571,0.7740276862228082,0.7751974294095493,0.7710648466540857,0.7714570391640001
"relu_adam__hls-(64,32)__alpha-1e-05__lr-0.0001",relu,adam,"(64, 32)",1e-05,0.0001,0.7670986831135049,0.7631333543010521,0.694106754092705,0.7709229644451379,6742.222222222223,9685.333333333334,0.07706154659796807,0.7728411338167436,0.787982777186809,0.7709864500074587,0.7690812951778886
"relu_adam__hls-(64,32)__alpha-0.001__lr-0.0005",relu,adam,"(64, 32)",0.001,0.0005,0.7692844213760253,0.7600870721164316,0.6961344682891624,0.7728521346763846,6742.222222222223,9685.333333333334,0.07491206051236672,0.7746868820039552,0.7807249455452898,0.7709715454710161,0.7715491034672874
"tanh_adam__hls-(64,32)__alpha-0.001__lr-0.001",tanh,adam,"(64, 32)",0.001,0.001,0.766925362044553,0.7499916643007107,0.6995259372461812,0.7713117263171079,6742.222222222223,9685.333333333334,0.08626412130604391,0.7753460777851022,0.7739095031392161,0.7709321782746933,0.7725329266363815
"relu_adam__hls-(100,)__alpha-0.001__lr-0.001",relu,adam,"(100,)",0.001,0.001,0.7657507350881836,0.7432207691910968,0.6910885506115869,0.7698930426268134,6742.222222222223,9685.333333333334,0.08361912312599586,0.7737640079103494,0.7785483579441221,0.7704904174774774,0.770630973492168
"relu_adam__hls-(128,)__alpha-1e-05__lr-0.0001",relu,adam,"(128,)",1e-05,0.0001,0.7670429360315238,0.7635851089442246,0.6945289365828956,0.7709306378840198,6742.222222222223,9685.333333333334,0.08038855724983227,0.7715227422544496,0.7945304804375983,0.7704430920305883,0.7668208983663037
"relu_adam__hls-(128,)__alpha-0.0001__lr-0.0001",relu,adam,"(128,)",0.0001,0.0001,0.7670429360315238,0.7635851089442246,0.6945289365828956,0.7709306378840198,6742.222222222223,9685.333333333334,0.08038855724983227,0.7715227422544496,0.7945304804375983,0.7704430920305883,0.7668208983663037
"relu_adam__hls-(128,)__alpha-0.001__lr-0.0001",relu,adam,"(128,)",0.001,0.0001,0.7670429360315238,0.7635867680619058,0.6944311529926045,0.7709294365655792,6742.222222222223,9685.333333333334,0.080310358326776,0.7715227422544496,0.7945759154938774,0.7704011443602492,0.7667996586439463
"tanh_adam__hls-(128,)__alpha-1e-05__lr-0.0001",tanh,adam,"(128,)",1e-05,0.0001,0.765272485452194,0.767617063110037,0.6900707722356603,0.7685945571960838,6742.222222222223,9685.333333333334,0.0797459399036755,0.7705998681608438,0.8045555851718557,0.7702930357134201,0.7647253935102986
"tanh_adam__hls-(128,)__alpha-0.0001__lr-0.0001",tanh,adam,"(128,)",0.0001,0.0001,0.765272485452194,0.767617063110037,0.6900707722356603,0.7685945571960838,6742.222222222223,9685.333333333334,0.0797459399036755,0.7705998681608438,0.8045555851718557,0.7702930357134201,0.7647253935102986
"tanh_adam__hls-(128,)__alpha-0.001__lr-0.0001",tanh,adam,"(128,)",0.001,0.0001,0.765272485452194,0.767617063110037,0.6900707722356603,0.7685945571960838,6742.222222222223,9685.333333333334,0.0797459399036755,0.7705998681608438,0.8045555851718557,0.7702930357134201,0.7647253935102986
"relu_adam__hls-(100,)__alpha-1e-05__lr-0.0005",relu,adam,"(100,)",1e-05,0.0005,0.7637903203078042,0.744970681581433,0.6896376843003318,0.7683144296532879,6742.222222222223,9685.333333333334,0.08230305071426128,0.7713909030982202,0.7823059134906543,0.7691860704985639,0.7680680438470432
"relu_adam__hls-(100,)__alpha-0.0001__lr-0.0005",relu,adam,"(100,)",0.0001,0.0005,0.7645253486217795,0.745031688898014,0.6892259746790993,0.7690426116106353,6742.222222222223,9685.333333333334,0.08111868996073562,0.771654581410679,0.7816715884593732,0.7688734292228787,0.7681659206351329
